id,s,t,name,res_id
2079,15,242,"x_{227, 15, 1}",18095
2080,14,242,"x_{228, 14}",18096
2081,14,242,"x_{228, 14, 1}",18097
2082,13,242,"x_{229, 13}",18100
2083,13,242,"x_{229, 13, 1}",18102
2084,13,242,"x_{229, 13, 2}",18103
2085,12,242,"x_{230, 12}",18105
2086,12,242,"x_{230, 12, 1}",18106
2087,11,242,"x_{231, 11}",18109
2088,73,243,"x_{170, 73}",18120
2089,58,243,"x_{185, 58}",18151
2090,47,243,"x_{196, 47}",18193
2091,44,243,"x_{199, 44}",18207
2092,42,243,"x_{201, 42}",18222
2093,41,243,"x_{202, 41}",18229
2094,34,243,"x_{209, 34}",18264
2095,34,243,"x_{209, 34, 1}",18266
2096,32,243,"x_{211, 32}",18277
2097,31,243,"x_{212, 31}",18282
2098,31,243,"x_{212, 31, 1}",18283
2099,28,243,"x_{215, 28}",18302
2100,27,243,"x_{216, 27}",18305
2101,26,243,"x_{217, 26}",18309
2102,26,243,"x_{217, 26, 1}",18311
2103,25,243,"x_{218, 25}",18315
2104,24,243,"x_{219, 24}",18316
2105,24,243,"x_{219, 24, 1}",18319
2106,24,243,"x_{219, 24, 2}",18321
2107,24,243,"x_{219, 24, 3}",18322
2108,23,243,"x_{220, 23}",18323
2109,23,243,"x_{220, 23, 1}",18325
2110,19,243,"x_{224, 19}",18344
2111,19,243,"x_{224, 19, 1}",18345
2112,19,243,"x_{224, 19, 2}",18347
2113,18,243,"x_{225, 18}",18351
2114,17,243,"x_{226, 17}",18357
2115,16,243,"x_{227, 16}",18362
2116,15,243,"x_{228, 15}",18368
2117,11,243,"x_{232, 11}",18380
2118,81,244,"x_{163, 81}",18389
2119,50,244,"x_{194, 50}",18409
2120,44,244,"x_{200, 44}",18424
2121,34,244,"x_{210, 34}",18466
2122,34,244,"x_{210, 34, 1}",18467
2123,34,244,"x_{210, 34, 2}",18468
2124,33,244,"x_{211, 33}",18470
2125,33,244,"x_{211, 33, 1}",18472
2126,31,244,"x_{213, 31}",18479
2127,30,244,"x_{214, 30}",18486
2128,30,244,"x_{214, 30, 1}",18488
2129,28,244,"x_{216, 28}",18498
2130,28,244,"x_{216, 28, 1}",18499
2131,27,244,"x_{217, 27}",18505
2132,26,244,"x_{218, 26}",18508
2133,26,244,"x_{218, 26, 1}",18509
2134,25,244,"x_{219, 25}",18512
2135,24,244,"x_{220, 24}",18520
2136,24,244,"x_{220, 24, 1}",18521
2137,24,244,"x_{220, 24, 2}",18523
2138,23,244,"x_{221, 23}",18526
2139,23,244,"x_{221, 23, 1}",18527
2140,23,244,"x_{221, 23, 2}",18528
2141,22,244,"x_{222, 22}",18531
2142,21,244,"x_{223, 21}",18539
2143,20,244,"x_{224, 20}",18545
2144,20,244,"x_{224, 20, 1}",18546
2145,17,244,"x_{227, 17}",18562
2146,17,244,"x_{227, 17, 1}",18563
2147,16,244,"x_{228, 16}",18568
2148,15,244,"x_{229, 15}",18572
2149,14,244,"x_{230, 14}",18576
2150,14,244,"x_{230, 14, 1}",18577
2151,14,244,"x_{230, 14, 2}",18578
2152,13,244,"x_{231, 13}",18580
2153,13,244,"x_{231, 13, 1}",18581
2154,12,244,"x_{232, 12}",18585
2155,12,244,"x_{232, 12, 1}",18586
2156,11,244,"x_{233, 11}",18590
2157,11,244,"x_{233, 11, 1}",18591
2158,10,244,"x_{234, 10}",18594
2159,10,244,"x_{234, 10, 1}",18595
2160,9,244,"x_{235, 9}",18597
2161,55,245,"x_{190, 55}",18623
2162,39,245,"x_{206, 39}",18699
2163,36,245,"x_{209, 36}",18718
2164,34,245,"x_{211, 34}",18734
2165,33,245,"x_{212, 33}",18741
2166,32,245,"x_{213, 32}",18749
2167,30,245,"x_{215, 30}",18761
2168,27,245,"x_{218, 27}",18776
2169,26,245,"x_{219, 26}",18779
2170,25,245,"x_{220, 25}",18784
2171,25,245,"x_{220, 25, 1}",18788
2172,24,245,"x_{221, 24}",18792
2173,24,245,"x_{221, 24, 1}",18794
2174,24,245,"x_{221, 24, 2}",18795
2175,23,245,"x_{222, 23}",18799
2176,22,245,"x_{223, 22}",18804
2177,22,245,"x_{223, 22, 1}",18806
2178,22,245,"x_{223, 22, 2}",18807
2179,21,245,"x_{224, 21}",18808
2180,21,245,"x_{224, 21, 1}",18809
2181,21,245,"x_{224, 21, 2}",18810
2182,19,245,"x_{226, 19}",18819
2183,19,245,"x_{226, 19, 1}",18820
2184,17,245,"x_{228, 17}",18828
2185,17,245,"x_{228, 17, 1}",18833
2186,16,245,"x_{229, 16}",18834
2187,15,245,"x_{230, 15}",18841
2188,9,245,"x_{236, 9}",18857
2189,80,246,"x_{166, 80}",18860
2190,79,246,"x_{167, 79}",18861
2191,70,246,"x_{176, 70}",18868
2192,69,246,"x_{177, 69}",18870
2193,57,246,"x_{189, 57}",18901
2194,57,246,"x_{189, 57, 1}",18902
2195,42,246,"x_{204, 42}",18977
2196,38,246,"x_{208, 38}",18998
2197,35,246,"x_{211, 35}",19018
2198,34,246,"x_{212, 34}",19028
2199,33,246,"x_{213, 33}",19035
2200,31,246,"x_{215, 31}",19043
2201,30,246,"x_{216, 30}",19048
2202,30,246,"x_{216, 30, 1}",19051
2203,29,246,"x_{217, 29}",19056
2204,27,246,"x_{219, 27}",19063
2205,27,246,"x_{219, 27, 1}",19067
2206,26,246,"x_{220, 26}",19072
2207,26,246,"x_{220, 26, 1}",19073
2208,26,246,"x_{220, 26, 2}",19076
2209,25,246,"x_{221, 25}",19080
2210,25,246,"x_{221, 25, 1}",19081
2211,25,246,"x_{221, 25, 2}",19084
2212,24,246,"x_{222, 24}",19087
2213,24,246,"x_{222, 24, 1}",19088
2214,24,246,"x_{222, 24, 2}",19089
2215,23,246,"x_{223, 23}",19097
2216,23,246,"x_{223, 23, 1}",19098
2217,23,246,"x_{223, 23, 2}",19099
2218,23,246,"x_{223, 23, 3}",19103
2219,22,246,"x_{224, 22}",19108
2220,22,246,"x_{224, 22, 1}",19109
2221,22,246,"x_{224, 22, 2}",19110
2222,21,246,"x_{225, 21}",19116
2223,20,246,"x_{226, 20}",19117
2224,20,246,"x_{226, 20, 1}",19119
2225,19,246,"x_{227, 19}",19123
2226,19,246,"x_{227, 19, 1}",19125
2227,18,246,"x_{228, 18}",19129
2228,17,246,"x_{229, 17}",19136
2229,17,246,"x_{229, 17, 1}",19138
2230,16,246,"x_{230, 16}",19144
2231,16,246,"x_{230, 16, 1}",19145
2232,15,246,"x_{231, 15}",19151
2233,15,246,"x_{231, 15, 1}",19152
2234,14,246,"x_{232, 14}",19157
2235,14,246,"x_{232, 14, 1}",19158
2236,13,246,"x_{233, 13}",19163
2237,51,247,"x_{196, 51}",19206
2238,44,247,"x_{203, 44}",19224
2239,38,247,"x_{209, 38}",19249
2240,34,247,"x_{213, 34}",19272
2241,34,247,"x_{213, 34, 1}",19273
2242,30,247,"x_{217, 30}",19286
2243,29,247,"x_{218, 29}",19288
2244,28,247,"x_{219, 28}",19293
2245,27,247,"x_{220, 27}",19300
2246,27,247,"x_{220, 27, 1}",19301
2247,27,247,"x_{220, 27, 2}",19302
2248,26,247,"x_{221, 26}",19309
2249,26,247,"x_{221, 26, 1}",19310
2250,25,247,"x_{222, 25}",19318
2251,25,247,"x_{222, 25, 1}",19320
2252,24,247,"x_{223, 24}",19330
2253,24,247,"x_{223, 24, 1}",19331
2254,24,247,"x_{223, 24, 2}",19332
2255,24,247,"x_{223, 24, 3}",19335
2256,23,247,"x_{224, 23}",19337
2257,22,247,"x_{225, 22}",19341
2258,21,247,"x_{226, 21}",19347
2259,20,247,"x_{227, 20}",19349
2260,20,247,"x_{227, 20, 1}",19350
2261,19,247,"x_{228, 19}",19353
2262,19,247,"x_{228, 19, 1}",19355
2263,19,247,"x_{228, 19, 2}",19358
2264,18,247,"x_{229, 18}",19359
2265,18,247,"x_{229, 18, 1}",19360
2266,18,247,"x_{229, 18, 2}",19361
2267,18,247,"x_{229, 18, 3}",19363
2268,17,247,"x_{230, 17}",19365
2269,17,247,"x_{230, 17, 1}",19366
2270,16,247,"x_{231, 16}",19372
2271,15,247,"x_{232, 15}",19377
2272,13,247,"x_{234, 13}",19382
2273,7,247,"x_{240, 7}",19391
2274,65,248,"x_{183, 65}",19402
2275,56,248,"x_{192, 56}",19422
2276,55,248,"x_{193, 55}",19424
2277,29,248,"x_{219, 29}",19566
2278,29,248,"x_{219, 29, 1}",19567
2279,29,248,"x_{219, 29, 2}",19568
2280,27,248,"x_{221, 27}",19578
2281,26,248,"x_{222, 26}",19585
2282,24,248,"x_{224, 24}",19597
2283,24,248,"x_{224, 24, 1}",19598
2284,24,248,"x_{224, 24, 2}",19599
2285,22,248,"x_{226, 22}",19608
2286,22,248,"x_{226, 22, 1}",19609
2287,22,248,"x_{226, 22, 2}",19611
2288,21,248,"x_{227, 21}",19614
2289,21,248,"x_{227, 21, 1}",19615
2290,21,248,"x_{227, 21, 2}",19616
2291,19,248,"x_{229, 19}",19625
2292,18,248,"x_{230, 18}",19629
2293,18,248,"x_{230, 18, 1}",19630
2294,17,248,"x_{231, 17}",19633
2295,15,248,"x_{233, 15}",19645
2296,15,248,"x_{233, 15, 1}",19650
2297,12,248,"x_{236, 12}",19663
2298,11,248,"x_{237, 11}",19667
2299,80,249,"x_{169, 80}",19678
2300,79,249,"x_{170, 79}",19679
2301,38,249,"x_{211, 38}",19816
2302,35,249,"x_{214, 35}",19832
2303,33,249,"x_{216, 33}",19841
2304,32,249,"x_{217, 32}",19847
2305,31,249,"x_{218, 31}",19849
2306,31,249,"x_{218, 31, 1}",19851
2307,31,249,"x_{218, 31, 2}",19852
2308,31,249,"x_{218, 31, 3}",19853
2309,28,249,"x_{221, 28}",19867
2310,28,249,"x_{221, 28, 1}",19869
2311,28,249,"x_{221, 28, 2}",19870
2312,27,249,"x_{222, 27}",19878
2313,27,249,"x_{222, 27, 1}",19879
2314,27,249,"x_{222, 27, 2}",19880
2315,26,249,"x_{223, 26}",19887
2316,24,249,"x_{225, 24}",19901
2317,24,249,"x_{225, 24, 1}",19904
2318,23,249,"x_{226, 23}",19907
2319,23,249,"x_{226, 23, 1}",19910
2320,22,249,"x_{227, 22}",19914
2321,21,249,"x_{228, 21}",19921
2322,20,249,"x_{229, 20}",19924
2323,20,249,"x_{229, 20, 1}",19925
2324,20,249,"x_{229, 20, 2}",19927
2325,20,249,"x_{229, 20, 3}",19928
2326,19,249,"x_{230, 19}",19932
2327,19,249,"x_{230, 19, 1}",19933
2328,18,249,"x_{231, 18}",19938
2329,10,249,"x_{239, 10}",19963
2330,53,250,"x_{197, 53}",19987
2331,53,250,"x_{197, 53, 1}",19988
2332,38,250,"x_{212, 38}",20035
2333,37,250,"x_{213, 37}",20037
2334,35,250,"x_{215, 35}",20047
2335,33,250,"x_{217, 33}",20055
2336,33,250,"x_{217, 33, 1}",20057
2337,32,250,"x_{218, 32}",20064
2338,32,250,"x_{218, 32, 1}",20065
2339,31,250,"x_{219, 31}",20069
2340,31,250,"x_{219, 31, 1}",20071
2341,30,250,"x_{220, 30}",20078
2342,30,250,"x_{220, 30, 1}",20079
2343,29,250,"x_{221, 29}",20089
2344,26,250,"x_{224, 26}",20105
2345,26,250,"x_{224, 26, 1}",20109
2346,25,250,"x_{225, 25}",20115
2347,24,250,"x_{226, 24}",20121
2348,24,250,"x_{226, 24, 1}",20123
2349,23,250,"x_{227, 23}",20128
2350,23,250,"x_{227, 23, 1}",20129
2351,22,250,"x_{228, 22}",20137
2352,22,250,"x_{228, 22, 1}",20140
2353,22,250,"x_{228, 22, 2}",20142
2354,22,250,"x_{228, 22, 3}",20143
2355,21,250,"x_{229, 21}",20146
2356,21,250,"x_{229, 21, 1}",20148
2357,20,250,"x_{230, 20}",20152
2358,20,250,"x_{230, 20, 1}",20154
2359,19,250,"x_{231, 19}",20157
2360,18,250,"x_{232, 18}",20162
2361,18,250,"x_{232, 18, 1}",20164
2362,18,250,"x_{232, 18, 2}",20165
2363,17,250,"x_{233, 17}",20167
2364,17,250,"x_{233, 17, 1}",20169
2365,17,250,"x_{233, 17, 2}",20170
2366,16,250,"x_{234, 16}",20173
2367,16,250,"x_{234, 16, 1}",20175
2368,15,250,"x_{235, 15}",20179
2369,15,250,"x_{235, 15, 1}",20180
2370,15,250,"x_{235, 15, 2}",20181
2371,14,250,"x_{236, 14}",20188
2372,13,250,"x_{237, 13}",20191
2373,12,250,"x_{238, 12}",20193
2374,83,251,"x_{168, 83}",20200
2375,68,251,"x_{183, 68}",20205
2376,66,251,"x_{185, 66}",20207
2377,65,251,"x_{186, 65}",20208
2378,39,251,"x_{212, 39}",20312
2379,36,251,"x_{215, 36}",20329
2380,31,251,"x_{220, 31}",20372
2381,30,251,"x_{221, 30}",20377
2382,26,251,"x_{225, 26}",20397
2383,25,251,"x_{226, 25}",20403
2384,24,251,"x_{227, 24}",20413
2385,23,251,"x_{228, 23}",20419
2386,22,251,"x_{229, 22}",20424
2387,22,251,"x_{229, 22, 1}",20425
2388,21,251,"x_{230, 21}",20430
2389,21,251,"x_{230, 21, 1}",20431
2390,21,251,"x_{230, 21, 2}",20432
2391,20,251,"x_{231, 20}",20436
2392,20,251,"x_{231, 20, 1}",20437
2393,19,251,"x_{232, 19}",20442
2394,19,251,"x_{232, 19, 1}",20443
2395,18,251,"x_{233, 18}",20449
2396,18,251,"x_{233, 18, 1}",20450
2397,16,251,"x_{235, 16}",20455
2398,15,251,"x_{236, 15}",20460
2399,10,251,"x_{241, 10}",20467
2400,77,252,"x_{175, 77}",20475
2401,77,252,"x_{175, 77, 1}",20476
2402,45,252,"x_{207, 45}",20576
2403,38,252,"x_{214, 38}",20616
2404,37,252,"x_{215, 37}",20624
2405,36,252,"x_{216, 36}",20635
2406,33,252,"x_{219, 33}",20653
2407,32,252,"x_{220, 32}",20665
2408,31,252,"x_{221, 31}",20670
2409,31,252,"x_{221, 31, 1}",20673
2410,30,252,"x_{222, 30}",20682
2411,29,252,"x_{223, 29}",20689
2412,28,252,"x_{224, 28}",20695
2413,28,252,"x_{224, 28, 1}",20696
2414,28,252,"x_{224, 28, 2}",20697
2415,28,252,"x_{224, 28, 3}",20699
2416,27,252,"x_{225, 27}",20704
2417,27,252,"x_{225, 27, 1}",20705
2418,27,252,"x_{225, 27, 2}",20707
2419,24,252,"x_{228, 24}",20731
2420,24,252,"x_{228, 24, 1}",20732
2421,22,252,"x_{230, 22}",20744
2422,22,252,"x_{230, 22, 1}",20747
2423,22,252,"x_{230, 22, 2}",20748
2424,21,252,"x_{231, 21}",20751
2425,20,252,"x_{232, 20}",20758
2426,20,252,"x_{232, 20, 1}",20760
2427,20,252,"x_{232, 20, 2}",20761
2428,19,252,"x_{233, 19}",20765
2429,18,252,"x_{234, 18}",20770
2430,17,252,"x_{235, 17}",20773
2431,17,252,"x_{235, 17, 1}",20774
2432,16,252,"x_{236, 16}",20779
2433,15,252,"x_{237, 15}",20784
2434,14,252,"x_{238, 14}",20786
2435,54,253,"x_{199, 54}",20815
2436,53,253,"x_{200, 53}",20816
2437,39,253,"x_{214, 39}",20852
2438,38,253,"x_{215, 38}",20858
2439,33,253,"x_{220, 33}",20889
2440,32,253,"x_{221, 32}",20896
2441,29,253,"x_{224, 29}",20913
2442,29,253,"x_{224, 29, 1}",20915
2443,28,253,"x_{225, 28}",20921
2444,27,253,"x_{226, 27}",20928
2445,27,253,"x_{226, 27, 1}",20931
2446,26,253,"x_{227, 26}",20937
2447,25,253,"x_{228, 25}",20944
2448,25,253,"x_{228, 25, 1}",20945
2449,24,253,"x_{229, 24}",20950
2450,24,253,"x_{229, 24, 1}",20951
2451,24,253,"x_{229, 24, 2}",20953
2452,23,253,"x_{230, 23}",20958
2453,23,253,"x_{230, 23, 1}",20959
2454,23,253,"x_{230, 23, 2}",20962
2455,22,253,"x_{231, 22}",20965
2456,22,253,"x_{231, 22, 1}",20966
2457,22,253,"x_{231, 22, 2}",20969
2458,22,253,"x_{231, 22, 3}",20970
2459,21,253,"x_{232, 21}",20972
2460,21,253,"x_{232, 21, 1}",20975
2461,21,253,"x_{232, 21, 2}",20976
2462,20,253,"x_{233, 20}",20977
2463,20,253,"x_{233, 20, 1}",20979
2464,20,253,"x_{233, 20, 2}",20981
2465,20,253,"x_{233, 20, 3}",20982
2466,19,253,"x_{234, 19}",20983
2467,19,253,"x_{234, 19, 1}",20985
2468,19,253,"x_{234, 19, 2}",20990
2469,18,253,"x_{235, 18}",20991
2470,18,253,"x_{235, 18, 1}",20994
2471,18,253,"x_{235, 18, 2}",20996
2472,18,253,"x_{235, 18, 3}",20997
2473,18,253,"x_{235, 18, 4}",20998
2474,17,253,"x_{236, 17}",20999
2475,17,253,"x_{236, 17, 1}",21000
2476,17,253,"x_{236, 17, 2}",21002
2477,16,253,"x_{237, 16}",21003
2478,16,253,"x_{237, 16, 1}",21006
2479,15,253,"x_{238, 15}",21007
2480,15,253,"x_{238, 15, 1}",21009
2481,15,253,"x_{238, 15, 2}",21010
2482,14,253,"x_{239, 14}",21012
2483,14,253,"x_{239, 14, 1}",21015
2484,13,253,"x_{240, 13}",21017
2485,12,253,"x_{241, 12}",21018
2486,85,254,"x_{169, 85}",21021
2487,62,254,"x_{192, 62}",21038
2488,39,254,"x_{215, 39}",21141
2489,31,254,"x_{223, 31}",21201
2490,30,254,"x_{224, 30}",21206
2491,29,254,"x_{225, 29}",21212
2492,29,254,"x_{225, 29, 1}",21214
2493,29,254,"x_{225, 29, 2}",21216
2494,28,254,"x_{226, 28}",21218
2495,28,254,"x_{226, 28, 1}",21219
2496,27,254,"x_{227, 27}",21222
2497,27,254,"x_{227, 27, 1}",21223
2498,26,254,"x_{228, 26}",21227
2499,26,254,"x_{228, 26, 1}",21228
2500,26,254,"x_{228, 26, 2}",21229
2501,25,254,"x_{229, 25}",21235
2502,25,254,"x_{229, 25, 1}",21237
2503,24,254,"x_{230, 24}",21244
2504,23,254,"x_{231, 23}",21254
2505,23,254,"x_{231, 23, 1}",21257
2506,22,254,"x_{232, 22}",21262
2507,22,254,"x_{232, 22, 1}",21263
2508,22,254,"x_{232, 22, 2}",21265
2509,22,254,"x_{232, 22, 3}",21267
2510,21,254,"x_{233, 21}",21270
2511,21,254,"x_{233, 21, 1}",21271
2512,20,254,"x_{234, 20}",21278
2513,20,254,"x_{234, 20, 1}",21279
2514,20,254,"x_{234, 20, 2}",21280
2515,20,254,"x_{234, 20, 3}",21281
2516,19,254,"x_{235, 19}",21288
2517,19,254,"x_{235, 19, 1}",21290
2518,19,254,"x_{235, 19, 2}",21291
2519,18,254,"x_{236, 18}",21300
2520,18,254,"x_{236, 18, 1}",21301
2521,18,254,"x_{236, 18, 2}",21305
2522,17,254,"x_{237, 17}",21313
2523,16,254,"x_{238, 16}",21316
2524,15,254,"x_{239, 15}",21324
2525,15,254,"x_{239, 15, 1}",21326
2526,15,254,"x_{239, 15, 2}",21328
2527,14,254,"x_{240, 14}",21330
2528,14,254,"x_{240, 14, 1}",21331
2529,14,254,"x_{240, 14, 2}",21333
2530,13,254,"x_{241, 13}",21334
2531,13,254,"x_{241, 13, 1}",21335
2532,12,254,"x_{242, 12}",21339
2533,77,255,"x_{178, 77}",21348
2534,74,255,"x_{181, 74}",21351
2535,73,255,"x_{182, 73}",21353
2536,62,255,"x_{193, 62}",21379
2537,51,255,"x_{204, 51}",21422
2538,51,255,"x_{204, 51, 1}",21423
2539,48,255,"x_{207, 48}",21436
2540,46,255,"x_{209, 46}",21449
2541,45,255,"x_{210, 45}",21454
2542,37,255,"x_{218, 37}",21499
2543,36,255,"x_{219, 36}",21508
2544,34,255,"x_{221, 34}",21517
2545,33,255,"x_{222, 33}",21522
2546,33,255,"x_{222, 33, 1}",21524
2547,32,255,"x_{223, 32}",21530
2548,32,255,"x_{223, 32, 1}",21532
2549,31,255,"x_{224, 31}",21539
2550,30,255,"x_{225, 30}",21547
2551,29,255,"x_{226, 29}",21556
2552,29,255,"x_{226, 29, 1}",21557
2553,28,255,"x_{227, 28}",21566
2554,28,255,"x_{227, 28, 1}",21567
2555,27,255,"x_{228, 27}",21575
2556,27,255,"x_{228, 27, 1}",21580
2557,26,255,"x_{229, 26}",21590
2558,25,255,"x_{230, 25}",21598
2559,24,255,"x_{231, 24}",21604
2560,22,255,"x_{233, 22}",21616
2561,22,255,"x_{233, 22, 1}",21618
2562,20,255,"x_{235, 20}",21628
2563,19,255,"x_{236, 19}",21634
2564,19,255,"x_{236, 19, 1}",21635
2565,18,255,"x_{237, 18}",21639
2566,18,255,"x_{237, 18, 1}",21640
2567,17,255,"x_{238, 17}",21645
2568,17,255,"x_{238, 17, 1}",21646
2569,17,255,"x_{238, 17, 2}",21647
2570,17,255,"x_{238, 17, 3}",21648
2571,17,255,"x_{238, 17, 4}",21651
2572,16,255,"x_{239, 16}",21655
2573,16,255,"x_{239, 16, 1}",21656
2574,15,255,"x_{240, 15}",21664
2575,14,255,"x_{241, 14}",21666
2576,13,255,"x_{242, 13}",21667
2577,12,255,"x_{243, 12}",21669
2578,85,256,"x_{171, 85}",21675
2579,55,256,"x_{201, 55}",21700
2580,48,256,"x_{208, 48}",21718
2581,38,256,"x_{218, 38}",21757
2582,34,256,"x_{222, 34}",21777
2583,34,256,"x_{222, 34, 1}",21779
2584,29,256,"x_{227, 29}",21813
2585,27,256,"x_{229, 27}",21831
2586,25,256,"x_{231, 25}",21842
2587,25,256,"x_{231, 25, 1}",21843
2588,25,256,"x_{231, 25, 2}",21845
2589,24,256,"x_{232, 24}",21847
2590,24,256,"x_{232, 24, 1}",21848
2591,24,256,"x_{232, 24, 2}",21851
2592,23,256,"x_{233, 23}",21855
2593,23,256,"x_{233, 23, 1}",21857
2594,23,256,"x_{233, 23, 2}",21860
2595,23,256,"x_{233, 23, 3}",21862
2596,23,256,"x_{233, 23, 4}",21864
2597,22,256,"x_{234, 22}",21867
2598,22,256,"x_{234, 22, 1}",21869
2599,22,256,"x_{234, 22, 2}",21870
2600,22,256,"x_{234, 22, 3}",21873
2601,21,256,"x_{235, 21}",21880
2602,21,256,"x_{235, 21, 1}",21883
2603,21,256,"x_{235, 21, 2}",21884
2604,21,256,"x_{235, 21, 3}",21885
2605,20,256,"x_{236, 20}",21889
2606,20,256,"x_{236, 20, 1}",21890
2607,20,256,"x_{236, 20, 2}",21894
2608,19,256,"x_{237, 19}",21904
2609,19,256,"x_{237, 19, 1}",21907
2610,19,256,"x_{237, 19, 2}",21911
2611,18,256,"x_{238, 18}",21918
2612,18,256,"x_{238, 18, 1}",21926
2613,18,256,"x_{238, 18, 2}",21927
2614,17,256,"x_{239, 17}",21930
2615,17,256,"x_{239, 17, 1}",21932
2616,17,256,"x_{239, 17, 2}",21934
2617,17,256,"x_{239, 17, 3}",21935
2618,16,256,"x_{240, 16}",21939
2619,16,256,"x_{240, 16, 1}",21941
2620,15,256,"x_{241, 15}",21947
2621,14,256,"x_{242, 14}",21950
2622,13,256,"x_{243, 13}",21952
2623,11,256,"x_{245, 11}",21957
2624,9,256,"x_{247, 9}",21960
2625,8,256,"x_{248, 8}",21961
2626,1,256,h_8,21963
2627,59,257,"x_{198, 59}",21993
2628,43,257,"x_{214, 43}",22062
2629,36,257,"x_{221, 36}",22109
2630,30,257,"x_{227, 30}",22156
2631,28,257,"x_{229, 28}",22170
2632,27,257,"x_{230, 27}",22174
2633,26,257,"x_{231, 26}",22182
2634,26,257,"x_{231, 26, 1}",22184
2635,25,257,"x_{232, 25}",22189
2636,25,257,"x_{232, 25, 1}",22190
2637,25,257,"x_{232, 25, 2}",22191
2638,23,257,"x_{234, 23}",22203
2639,23,257,"x_{234, 23, 1}",22204
2640,23,257,"x_{234, 23, 2}",22205
2641,22,257,"x_{235, 22}",22212
2642,21,257,"x_{236, 21}",22222
2643,21,257,"x_{236, 21, 1}",22223
2644,21,257,"x_{236, 21, 2}",22224
2645,21,257,"x_{236, 21, 3}",22225
2646,21,257,"x_{236, 21, 4}",22226
2647,20,257,"x_{237, 20}",22234
2648,20,257,"x_{237, 20, 1}",22235
2649,20,257,"x_{237, 20, 2}",22236
2650,19,257,"x_{238, 19}",22247
2651,19,257,"x_{238, 19, 1}",22248
2652,19,257,"x_{238, 19, 2}",22249
2653,19,257,"x_{238, 19, 3}",22251
2654,19,257,"x_{238, 19, 4}",22252
2655,18,257,"x_{239, 18}",22259
2656,18,257,"x_{239, 18, 1}",22260
2657,18,257,"x_{239, 18, 2}",22262
2658,17,257,"x_{240, 17}",22269
2659,17,257,"x_{240, 17, 1}",22270
2660,17,257,"x_{240, 17, 2}",22272
2661,17,257,"x_{240, 17, 3}",22274
2662,16,257,"x_{241, 16}",22277
2663,16,257,"x_{241, 16, 1}",22278
2664,16,257,"x_{241, 16, 2}",22281
2665,15,257,"x_{242, 15}",22282
2666,12,257,"x_{245, 12}",22287
2667,9,257,"x_{248, 9}",22293
2668,8,257,"x_{249, 8}",22294
2669,5,257,"x_{252, 5}",22295
2670,84,258,"x_{174, 84}",22300
2671,74,258,"x_{184, 74}",22310
2672,73,258,"x_{185, 73}",22312
2673,62,258,"x_{196, 62}",22337
2674,61,258,"x_{197, 61}",22338
2675,46,258,"x_{212, 46}",22410
2676,38,258,"x_{220, 38}",22455
2677,37,258,"x_{221, 37}",22461
2678,37,258,"x_{221, 37, 1}",22463
2679,34,258,"x_{224, 34}",22484
2680,34,258,"x_{224, 34, 1}",22487
2681,33,258,"x_{225, 33}",22495
2682,26,258,"x_{232, 26}",22548
2683,26,258,"x_{232, 26, 1}",22550
2684,25,258,"x_{233, 25}",22556
2685,25,258,"x_{233, 25, 1}",22557
2686,25,258,"x_{233, 25, 2}",22559
2687,24,258,"x_{234, 24}",22564
2688,24,258,"x_{234, 24, 1}",22566
2689,22,258,"x_{236, 22}",22578
2690,21,258,"x_{237, 21}",22584
2691,21,258,"x_{237, 21, 1}",22587
2692,20,258,"x_{238, 20}",22595
2693,19,258,"x_{239, 19}",22603
2694,18,258,"x_{240, 18}",22609
2695,18,258,"x_{240, 18, 1}",22610
2696,17,258,"x_{241, 17}",22618
2697,17,258,"x_{241, 17, 1}",22619
2698,17,258,"x_{241, 17, 2}",22621
2699,17,258,"x_{241, 17, 3}",22622
2700,17,258,"x_{241, 17, 4}",22623
2701,17,258,"x_{241, 17, 5}",22624
2702,16,258,"x_{242, 16}",22628
2703,16,258,"x_{242, 16, 1}",22629
2704,16,258,"x_{242, 16, 2}",22630
2705,16,258,"x_{242, 16, 3}",22631
2706,16,258,"x_{242, 16, 4}",22632
2707,16,258,"x_{242, 16, 5}",22633
2708,16,258,"x_{242, 16, 6}",22634
2709,16,258,"x_{242, 16, 7}",22635
2710,15,258,"x_{243, 15}",22636
2711,15,258,"x_{243, 15, 1}",22637
2712,15,258,"x_{243, 15, 2}",22638
2713,15,258,"x_{243, 15, 3}",22639
2714,15,258,"x_{243, 15, 4}",22640
2715,15,258,"x_{243, 15, 5}",22641
2716,15,258,"x_{243, 15, 6}",22642
2717,14,258,"x_{244, 14}",22644
2718,14,258,"x_{244, 14, 1}",22645
2719,14,258,"x_{244, 14, 2}",22646
2720,14,258,"x_{244, 14, 3}",22647
2721,14,258,"x_{244, 14, 4}",22648
2722,14,258,"x_{244, 14, 5}",22649
2723,14,258,"x_{244, 14, 6}",22650
2724,13,258,"x_{245, 13}",22652
2725,13,258,"x_{245, 13, 1}",22653
2726,13,258,"x_{245, 13, 2}",22654
2727,13,258,"x_{245, 13, 3}",22655
2728,13,258,"x_{245, 13, 4}",22657
2729,12,258,"x_{246, 12}",22659
2730,12,258,"x_{246, 12, 1}",22660
2731,12,258,"x_{246, 12, 2}",22661
2732,12,258,"x_{246, 12, 3}",22663
2733,11,258,"x_{247, 11}",22665
2734,11,258,"x_{247, 11, 1}",22666
